,model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
307,1986,USA,Gasoline,Front-wheel drive,2,2030,6,254.0,4000,19.1,28.6
308,2016,Asia,Gasoline,All-wheel drive,5,2370,6,254.0,4500,18.7,28.4
309,2013,Europe,Gasoline,Rear-wheel drive,3,2200,5,233.0,4200,18.9,30.4
310,2022,USA,Diesel,Front-wheel drive,4,2310,6,288.0,4050,17.4,33.2
311,1996,USA,Gasoline,Rear-wheel drive,3,2400,6,264.0,4370,18.4,25.9
312,2005,Europe,Diesel,Front-wheel drive,2,2430,6,275.0,4360,19.8,31.9
313,2021,Europe,Gasoline,Front-wheel drive,4,2230,6,241.0,3970,16.6,32.8
314,2020,USA,Gasoline,Rear-wheel drive,3,2130,6,275.0,4380,18.9,30.0
315,2014,USA,Diesel,Front-wheel drive,5,2530,7,294.0,4770,18.0,34.2
316,1982,USA,Gasoline,Front-wheel drive,3,2280,6,266.0,4550,20.9,27.4
317,1975,Asia,Gasoline,All-wheel drive,4,2150,6,258.0,4200,20.3,26.1
318,1997,USA,Diesel,Rear-wheel drive,4,2140,6,269.0,4450,18.2,30.5
319,2005,USA,Gasoline,Front-wheel drive,5,2220,6,273.0,4420,20.6,29.1
320,1981,Asia,Gasoline,Front-wheel drive,3,2100,6,247.0,3850,18.0,30.0
321,1984,USA,Gasoline,All-wheel drive,5,2380,6,266.0,4680,18.0,24.2
322,2004,USA,Diesel,Front-wheel drive,3,2410,6,285.0,4330,18.0,30.9
323,2013,USA,Diesel,Front-wheel drive,5,2570,7,287.0,4440,19.7,31.0
324,1990,USA,Gasoline,Rear-wheel drive,2,2630,7,285.0,4670,19.6,25.2
325,1984,USA,Gasoline,All-wheel drive,4,2390,6,,4800,21.6,22.1
326,2007,Asia,Diesel,Front-wheel drive,5,2000,5,233.0,3820,17.9,33.8
327,1997,USA,Hybrid,Front-wheel drive,4,2170,6,268.0,4010,17.4,32.8
328,1992,Europe,Diesel,All-wheel drive,2,2090,5,265.0,4040,17.3,28.1
329,2023,USA,Diesel,All-wheel drive,2,2340,6,285.0,4460,17.2,30.8
330,1992,Europe,Gasoline,All-wheel drive,3,2470,7,,4410,19.6,27.8
331,2002,Europe,Diesel,Front-wheel drive,3,2630,7,284.0,4690,18.3,30.8
332,1995,Europe,Diesel,Front-wheel drive,3,2400,7,283.0,4530,19.7,29.6
333,2008,Europe,Gasoline,All-wheel drive,2,2430,6,267.0,4260,17.4,31.8
334,2022,Asia,Hybrid,Rear-wheel drive,5,2240,6,263.0,4480,18.5,36.2
335,2021,Europe,Diesel,All-wheel drive,2,2280,6,246.0,4250,17.3,33.3
336,1979,USA,Diesel,All-wheel drive,3,2080,6,,4180,20.9,29.1
337,1977,USA,Gasoline,Rear-wheel drive,4,2520,7,258.0,4670,19.0,23.3
338,1987,Europe,Gasoline,Front-wheel drive,2,2140,5,218.0,4030,19.1,29.1
339,2005,Europe,Gasoline,Front-wheel drive,4,2190,6,243.0,4060,19.0,32.1
340,1999,USA,Gasoline,All-wheel drive,4,2530,7,288.0,4620,17.4,23.4
341,1978,Europe,Hybrid,Front-wheel drive,2,2330,6,249.0,4360,21.4,31.2
342,1982,Europe,Gasoline,All-wheel drive,2,2440,7,276.0,4520,18.7,26.6
343,1982,USA,Gasoline,Rear-wheel drive,5,2340,7,,4540,19.2,25.5
344,2016,USA,Gasoline,Front-wheel drive,3,2010,6,224.0,4100,18.7,32.9
345,2016,USA,Gasoline,Rear-wheel drive,5,2340,6,281.0,4660,18.6,26.7
346,1982,Europe,Hybrid,Front-wheel drive,3,2040,5,,4040,19.3,35.9
347,2004,Europe,Gasoline,All-wheel drive,3,2330,6,247.0,4420,,29.2
348,1991,Europe,Gasoline,Front-wheel drive,2,2020,6,236.0,3710,18.0,34.5
349,2002,Asia,Gasoline,Front-wheel drive,3,2220,6,244.0,4180,19.9,30.1
350,2014,USA,Hybrid,All-wheel drive,4,2190,5,235.0,4440,18.6,33.8
351,1980,USA,Gasoline,Rear-wheel drive,3,2140,6,,4190,19.3,25.8
352,1995,Asia,Gasoline,Front-wheel drive,3,2370,6,272.0,4150,17.5,27.6
353,2001,Europe,Gasoline,Front-wheel drive,3,2200,5,244.0,4170,,30.7
354,1994,Asia,Diesel,Rear-wheel drive,4,2100,6,235.0,4470,19.4,31.1
355,2002,Asia,Gasoline,Front-wheel drive,2,2280,6,221.0,4150,20.5,32.5
356,1975,USA,Gasoline,Front-wheel drive,5,2090,6,246.0,3970,16.8,28.3
357,2016,USA,Gasoline,Rear-wheel drive,4,2090,6,247.0,4070,18.0,29.2
358,2003,Asia,Diesel,All-wheel drive,3,1970,5,214.0,4400,21.1,31.8
359,1977,Europe,Diesel,Rear-wheel drive,5,2510,6,276.0,4660,18.4,26.7
360,1997,USA,Gasoline,Rear-wheel drive,2,2360,6,271.0,4350,18.6,27.1
361,2023,Asia,Gasoline,All-wheel drive,2,2020,5,211.0,3970,17.5,30.6
362,1976,Asia,Diesel,Front-wheel drive,2,2610,6,275.0,4310,20.2,28.6
363,2007,USA,Gasoline,Front-wheel drive,3,2680,7,304.0,4330,15.5,29.3
364,1976,Asia,Gasoline,Front-wheel drive,3,2070,6,242.0,4090,21.3,27.2
365,2015,USA,Gasoline,Rear-wheel drive,3,2160,6,249.0,4270,20.4,26.6
366,1998,Asia,Gasoline,Front-wheel drive,3,2350,6,241.0,4430,19.7,29.7
367,1982,USA,Hybrid,Front-wheel drive,2,2440,6,283.0,4210,19.3,29.0
368,1999,Europe,Gasoline,Front-wheel drive,4,2350,6,254.0,4350,,31.1
369,2014,USA,Diesel,All-wheel drive,3,2130,6,232.0,4340,20.7,31.4
370,2003,Asia,Diesel,Rear-wheel drive,3,2210,6,240.0,4340,18.0,32.1
371,2019,USA,Diesel,All-wheel drive,3,2100,6,248.0,4300,18.7,33.2
372,1979,USA,Gasoline,Rear-wheel drive,4,2480,7,306.0,4350,19.5,23.7
373,1989,Asia,Gasoline,Front-wheel drive,3,2390,6,268.0,4200,17.6,29.1
374,1997,Asia,Gasoline,All-wheel drive,4,2430,6,260.0,4600,18.7,29.8
375,1978,USA,Hybrid,All-wheel drive,4,1870,5,212.0,3980,18.7,32.8
376,2007,Europe,Gasoline,Front-wheel drive,4,2100,6,235.0,4070,18.8,29.5
377,2020,Asia,Diesel,Front-wheel drive,4,2320,7,246.0,4170,18.9,34.8
378,2014,USA,Gasoline,Front-wheel drive,4,2160,6,245.0,4410,17.5,30.8
379,1978,Europe,Gasoline,Front-wheel drive,5,2190,6,,4140,18.7,27.6
380,2013,Asia,Gasoline,Front-wheel drive,2,2560,7,269.0,4360,19.8,30.2
381,2009,USA,Gasoline,Front-wheel drive,4,2130,6,249.0,4180,17.1,33.9
382,2005,Europe,Gasoline,Front-wheel drive,5,2240,6,241.0,4140,16.8,30.9
383,1976,Asia,Gasoline,All-wheel drive,5,2280,5,231.0,4170,21.5,27.1
384,2009,Europe,Gasoline,Front-wheel drive,4,2260,6,238.0,4140,19.0,30.6
385,2004,Asia,Gasoline,Rear-wheel drive,5,2130,6,224.0,4200,19.1,32.0
386,1994,USA,Gasoline,Front-wheel drive,4,2380,6,240.0,4040,18.7,27.5
387,2021,Asia,Gasoline,Rear-wheel drive,4,2410,7,243.0,4440,19.3,28.1
388,1988,Europe,Diesel,Rear-wheel drive,2,2070,6,251.0,4060,18.2,32.2
389,1986,USA,Gasoline,Front-wheel drive,5,2400,6,274.0,4500,17.7,27.9
390,2010,Asia,Gasoline,All-wheel drive,4,2110,6,238.0,4040,17.7,30.2
391,1981,Asia,Diesel,Rear-wheel drive,3,2070,6,,4280,18.0,28.4
392,1978,Europe,Gasoline,Front-wheel drive,5,2320,7,259.0,4470,20.5,29.4
393,1997,Asia,Gasoline,Front-wheel drive,5,2130,5,214.0,4070,19.6,29.9
394,1982,Europe,Gasoline,Rear-wheel drive,3,2570,6,270.0,4690,19.3,27.7
395,2020,USA,Diesel,Front-wheel drive,3,2300,6,256.0,4280,18.9,32.1
396,2015,USA,Gasoline,Front-wheel drive,2,2280,6,262.0,4260,18.5,32.8
397,1996,Europe,Gasoline,All-wheel drive,2,2460,7,259.0,4540,17.3,26.4
398,2002,USA,Gasoline,Front-wheel drive,4,2400,6,283.0,4380,18.1,29.1
399,1981,Europe,Gasoline,Front-wheel drive,5,2370,7,268.0,4410,18.6,27.8
400,1990,Asia,Gasoline,All-wheel drive,3,2280,6,256.0,4230,22.6,28.6
401,1988,USA,Gasoline,All-wheel drive,3,2480,7,295.0,4650,19.5,24.5
402,2002,USA,Gasoline,Rear-wheel drive,2,2480,7,277.0,4620,18.5,26.2
403,2004,USA,Gasoline,All-wheel drive,3,2400,6,250.0,4570,18.9,25.1
404,2019,USA,Hybrid,Rear-wheel drive,3,2170,6,241.0,4580,16.6,34.4
405,1978,USA,Diesel,Front-wheel drive,3,2360,6,,4220,18.3,30.8
406,2016,USA,Diesel,All-wheel drive,3,2200,6,269.0,4270,18.8,30.7
407,2020,USA,Gasoline,Front-wheel drive,4,2100,5,212.0,4210,18.0,31.0
408,2023,USA,Gasoline,Front-wheel drive,2,2610,6,270.0,4600,19.2,28.4
409,1998,Europe,Gasoline,Front-wheel drive,2,2180,7,244.0,3850,16.3,28.5
410,1991,USA,Gasoline,All-wheel drive,3,2600,6,269.0,4760,20.5,23.8
411,1976,USA,Hybrid,Front-wheel drive,2,2420,6,,4320,19.7,30.0
412,1979,USA,Diesel,Rear-wheel drive,3,2350,6,,4600,19.0,27.3
413,1998,USA,Hybrid,All-wheel drive,4,2170,6,251.0,4540,20.4,32.5
414,1976,Europe,Gasoline,Front-wheel drive,2,1890,5,,3770,19.6,29.6
415,2007,USA,Gasoline,Rear-wheel drive,3,2370,6,256.0,4600,19.1,27.2
416,2019,Europe,Gasoline,Rear-wheel drive,3,2420,7,266.0,4550,18.8,29.5
417,1976,USA,Gasoline,Rear-wheel drive,3,2330,6,,4330,20.0,24.6
418,1980,USA,Gasoline,Rear-wheel drive,5,2500,7,,4660,20.0,26.1
419,2016,Asia,Diesel,Front-wheel drive,5,2220,7,259.0,4150,20.2,32.8
420,2012,Europe,Gasoline,Rear-wheel drive,2,2290,6,226.0,4170,17.1,32.0
421,2017,USA,Gasoline,All-wheel drive,3,2440,6,263.0,4820,18.3,28.1
422,1985,Asia,Diesel,All-wheel drive,4,2130,5,214.0,4180,20.9,29.9
423,2002,Europe,Gasoline,Front-wheel drive,4,2620,7,267.0,4550,,31.7
424,2000,Asia,Gasoline,Front-wheel drive,3,2340,6,250.0,3880,18.2,31.3
425,1991,USA,Gasoline,Front-wheel drive,4,2300,6,257.0,4410,20.3,27.5
426,2008,Europe,Gasoline,Front-wheel drive,4,2670,7,291.0,4530,18.0,28.2
427,1985,Europe,Gasoline,All-wheel drive,4,2450,6,264.0,4620,20.2,24.3
428,1979,USA,Gasoline,Rear-wheel drive,4,2460,7,276.0,4760,19.4,26.1
429,2022,Asia,Hybrid,Front-wheel drive,4,2480,7,278.0,4450,19.6,33.9
430,1989,USA,Diesel,Front-wheel drive,3,2470,6,296.0,4360,16.8,29.0
431,1986,Asia,Gasoline,Front-wheel drive,4,2300,6,232.0,4370,20.3,27.2
432,2014,Europe,Diesel,Rear-wheel drive,3,2320,6,265.0,4170,18.4,34.5
433,1985,USA,Hybrid,All-wheel drive,3,2050,6,251.0,4300,19.2,29.8
434,1981,Europe,Gasoline,Rear-wheel drive,5,2700,7,278.0,4610,17.8,26.0
435,1976,Asia,Gasoline,Front-wheel drive,2,2260,6,257.0,4350,17.7,32.5
436,2023,USA,Diesel,All-wheel drive,3,2040,6,237.0,4250,19.6,33.5
437,1979,USA,Gasoline,Front-wheel drive,4,2340,7,,4370,17.8,27.3
438,1989,Asia,Gasoline,Front-wheel drive,4,2530,7,267.0,4490,17.7,30.1
439,2015,Europe,Gasoline,Front-wheel drive,3,2380,7,271.0,4530,20.0,32.5
440,2000,USA,Gasoline,All-wheel drive,2,2190,6,257.0,4190,16.9,26.5
441,2005,Europe,Diesel,Front-wheel drive,3,2280,6,266.0,4080,18.6,30.8
442,1978,Asia,Gasoline,All-wheel drive,2,1990,5,,4120,18.4,27.9
443,1990,Europe,Gasoline,Front-wheel drive,5,2150,6,222.0,4230,19.6,32.6
444,1984,Europe,Gasoline,Rear-wheel drive,2,2470,6,,4300,18.5,28.8
445,1991,Asia,Gasoline,Front-wheel drive,4,2530,6,272.0,4570,19.1,30.3
446,1990,Asia,Gasoline,Rear-wheel drive,5,2470,6,261.0,4780,20.1,28.8
447,1988,Asia,Gasoline,Front-wheel drive,4,2160,6,225.0,4360,17.4,29.5
448,2013,USA,Hybrid,Front-wheel drive,5,2230,6,266.0,4300,18.0,32.7
449,2015,USA,Gasoline,Front-wheel drive,4,2110,5,246.0,4130,20.3,34.2
450,1977,Asia,Diesel,Rear-wheel drive,4,2060,6,253.0,4150,18.3,29.2
451,2003,Europe,Hybrid,Front-wheel drive,2,2170,6,218.0,4010,17.9,37.4
452,1982,Europe,Diesel,Front-wheel drive,4,2370,6,263.0,3970,18.7,32.8
453,2003,USA,Gasoline,Rear-wheel drive,5,2000,6,222.0,4440,21.2,27.7
454,1981,USA,Diesel,Front-wheel drive,2,2200,6,265.0,3980,15.4,29.3
455,1982,Europe,Diesel,Front-wheel drive,4,2550,6,263.0,4640,,26.7
456,1978,Asia,Gasoline,All-wheel drive,4,2200,5,231.0,4580,18.4,26.9
457,1979,Asia,Gasoline,Front-wheel drive,4,2250,6,263.0,4300,20.3,27.3
458,1981,Asia,Gasoline,Rear-wheel drive,3,2450,6,275.0,4480,19.0,28.0
459,1998,Asia,Gasoline,Rear-wheel drive,4,2170,6,240.0,4240,19.5,29.1
460,2011,Asia,Gasoline,Front-wheel drive,5,2370,6,,4080,20.2,32.0
461,2006,Europe,Hybrid,All-wheel drive,5,2400,6,249.0,4510,19.0,32.7
462,1975,USA,Hybrid,Front-wheel drive,3,2240,6,256.0,4180,19.7,31.3
463,1998,Europe,Hybrid,Rear-wheel drive,3,2250,7,275.0,4320,19.4,30.0
464,2013,Asia,Gasoline,All-wheel drive,5,2270,6,263.0,4490,20.0,29.4
465,1993,Asia,Gasoline,Front-wheel drive,4,2520,7,274.0,4310,19.6,29.7
466,1985,Europe,Diesel,Front-wheel drive,3,2140,6,282.0,4030,18.3,31.4
467,1978,Europe,Gasoline,All-wheel drive,4,2450,6,,4820,20.9,26.1
468,1979,Asia,Gasoline,Front-wheel drive,4,2320,6,246.0,4170,20.8,24.7
469,2021,Asia,Gasoline,Front-wheel drive,2,1880,5,214.0,3660,16.8,35.8
470,2000,Asia,Gasoline,Rear-wheel drive,3,2310,6,246.0,4290,17.6,32.2
471,1990,USA,Gasoline,Front-wheel drive,5,2420,6,282.0,4200,16.6,28.6
472,1977,USA,Gasoline,Front-wheel drive,3,2380,6,276.0,4240,17.2,26.9
473,1993,USA,Gasoline,All-wheel drive,3,2190,6,246.0,4470,18.0,27.8
474,2019,USA,Gasoline,All-wheel drive,3,2370,7,272.0,4650,20.7,31.8
475,2004,USA,Gasoline,Rear-wheel drive,4,2020,5,213.0,4200,19.5,28.4
476,2022,USA,Gasoline,Front-wheel drive,3,2120,6,255.0,4050,18.5,32.4
477,1986,Europe,Diesel,Front-wheel drive,5,2070,5,246.0,4020,20.3,32.2
478,2014,USA,Gasoline,Front-wheel drive,4,2240,6,251.0,4120,18.6,32.6
479,1985,Europe,Gasoline,All-wheel drive,5,2240,6,255.0,4290,17.2,26.2
480,2010,Europe,Gasoline,Front-wheel drive,2,2010,6,216.0,4140,19.2,32.6
481,2012,USA,Gasoline,Front-wheel drive,3,2490,6,267.0,4460,17.4,28.2
482,2012,Europe,Gasoline,Front-wheel drive,2,2270,6,250.0,4250,17.9,31.4
483,1980,USA,Diesel,Front-wheel drive,3,2500,7,306.0,4460,17.8,27.0
484,1984,USA,Diesel,Front-wheel drive,4,2050,5,,3890,19.8,29.9
485,1994,USA,Gasoline,Rear-wheel drive,3,2210,6,254.0,4260,19.8,25.0
486,2003,Europe,Hybrid,Front-wheel drive,4,2520,7,259.0,4340,,34.0
487,1979,USA,Diesel,Front-wheel drive,5,2410,7,294.0,4640,20.1,28.3
488,1984,USA,Gasoline,All-wheel drive,4,2480,6,,4820,22.8,25.1
489,1990,Europe,Gasoline,All-wheel drive,5,2440,6,276.0,4800,20.6,26.4
490,1996,Asia,Hybrid,Front-wheel drive,5,2050,5,217.0,4350,21.5,30.9
491,1981,USA,Diesel,All-wheel drive,4,2340,6,256.0,4740,19.1,28.1
492,2008,Asia,Gasoline,Front-wheel drive,5,2410,6,255.0,4380,18.7,30.1
493,1984,Asia,Gasoline,All-wheel drive,2,2100,6,242.0,4140,19.9,28.7
494,2003,USA,Gasoline,Front-wheel drive,3,1930,6,227.0,4190,16.1,30.4
495,1979,Asia,Gasoline,Rear-wheel drive,3,2690,7,289.0,4910,20.1,24.1
496,1981,Asia,Diesel,Front-wheel drive,4,2300,6,258.0,4100,20.1,27.1
497,1993,USA,Diesel,All-wheel drive,3,2260,6,283.0,4410,18.1,30.4
498,2003,Asia,Diesel,Front-wheel drive,5,2180,6,246.0,4200,19.7,35.0
499,1994,Europe,Gasoline,Front-wheel drive,5,2160,5,238.0,4140,18.5,30.8
500,2019,Asia,Diesel,All-wheel drive,3,2350,7,269.0,4620,19.7,31.4
501,2015,Asia,Gasoline,Rear-wheel drive,4,2300,6,249.0,4360,17.4,29.9
502,1994,USA,Gasoline,Rear-wheel drive,4,2320,6,239.0,4750,19.9,24.1
503,1997,USA,Gasoline,Front-wheel drive,2,1910,5,216.0,3590,17.2,32.4
504,2010,Asia,Gasoline,Rear-wheel drive,3,2310,6,242.0,4270,16.1,28.3
505,1989,USA,Gasoline,Rear-wheel drive,3,2330,6,264.0,4440,20.3,26.4
506,2015,Europe,Gasoline,Rear-wheel drive,3,2040,6,227.0,4230,17.2,32.6
507,1986,USA,Gasoline,All-wheel drive,4,2350,7,260.0,4550,20.9,26.6
508,1998,Europe,Gasoline,Rear-wheel drive,3,2250,6,230.0,4220,20.7,29.8
509,2023,USA,Diesel,Front-wheel drive,2,2320,6,278.0,4360,19.1,32.1
510,2015,Europe,Diesel,Front-wheel drive,4,2500,6,277.0,4250,19.8,29.9
511,2012,USA,Diesel,Front-wheel drive,4,2220,6,283.0,4270,18.2,33.1
512,1984,Europe,Gasoline,Front-wheel drive,2,2330,6,277.0,4270,17.1,29.3
513,1981,USA,Diesel,Front-wheel drive,5,2100,6,,3920,21.7,30.5
514,2023,USA,Gasoline,Front-wheel drive,3,2440,6,284.0,4410,18.2,27.7
515,1989,USA,Gasoline,All-wheel drive,5,2180,6,241.0,4380,19.6,25.3
516,1988,Europe,Hybrid,Front-wheel drive,2,2190,6,207.0,3950,,34.1
517,2013,Europe,Gasoline,Rear-wheel drive,3,2160,6,,4190,19.7,31.0
518,2006,USA,Gasoline,All-wheel drive,3,2440,6,264.0,4460,18.7,26.8
519,1979,Asia,Gasoline,Front-wheel drive,3,2230,6,217.0,3920,19.5,29.6
520,2008,Europe,Gasoline,Front-wheel drive,3,2700,6,276.0,4490,17.8,32.4
521,1978,Europe,Gasoline,Front-wheel drive,5,2440,7,,4390,18.3,28.8
522,2012,Europe,Diesel,Front-wheel drive,3,2220,7,253.0,4040,18.7,34.0
523,2003,Europe,Gasoline,Rear-wheel drive,3,2180,5,219.0,4200,18.5,29.2
524,1982,Asia,Gasoline,Front-wheel drive,2,2230,6,,4230,17.6,25.3
525,1991,USA,Gasoline,Rear-wheel drive,2,2040,6,242.0,4160,19.4,27.9
526,1984,Europe,Diesel,All-wheel drive,4,2620,7,,4780,19.8,29.1
527,2015,Europe,Gasoline,Rear-wheel drive,3,2240,6,257.0,4320,19.4,28.8
528,1995,Europe,Diesel,Front-wheel drive,3,2510,7,286.0,4540,17.2,30.2
529,2012,Asia,Gasoline,All-wheel drive,4,2090,6,234.0,4190,19.4,29.8
530,1996,Europe,Gasoline,Front-wheel drive,4,2160,6,243.0,4030,18.3,29.8
531,1999,Asia,Gasoline,Rear-wheel drive,3,2430,6,266.0,4360,19.7,27.8
532,2019,USA,Gasoline,Front-wheel drive,3,2140,6,240.0,4190,18.6,32.0
533,1997,Asia,Gasoline,Front-wheel drive,2,2670,7,308.0,4850,18.9,29.9
534,1994,Asia,Gasoline,Front-wheel drive,2,2410,6,269.0,4400,18.0,26.4
535,2000,USA,Hybrid,Front-wheel drive,4,2380,6,242.0,4240,16.6,35.5
536,1993,Asia,Gasoline,Front-wheel drive,3,2160,6,209.0,3900,17.7,33.3
537,1991,Asia,Gasoline,Rear-wheel drive,3,2080,6,228.0,4210,18.8,28.3
538,2008,Asia,Gasoline,All-wheel drive,4,2430,7,259.0,4410,19.0,27.7
539,1988,Europe,Gasoline,Front-wheel drive,5,1940,5,181.0,3880,19.5,29.0
540,2006,Asia,Gasoline,Front-wheel drive,2,1970,5,220.0,3640,19.9,31.9
541,1978,Asia,Gasoline,Rear-wheel drive,3,2370,6,,4450,19.7,27.5
542,1985,USA,Gasoline,All-wheel drive,3,2630,6,,4700,17.8,24.7
543,1978,USA,Gasoline,Front-wheel drive,4,2290,5,269.0,4200,17.7,26.7
544,2020,Europe,Gasoline,Front-wheel drive,5,1870,5,197.0,3620,18.1,34.4
545,2013,Europe,Gasoline,Front-wheel drive,3,2260,6,262.0,4070,15.6,31.4
546,1990,Asia,Gasoline,Front-wheel drive,4,2480,7,259.0,4200,17.6,27.8
547,2004,Europe,Gasoline,Rear-wheel drive,4,2130,5,248.0,4220,21.2,32.1
548,1992,USA,Hybrid,Rear-wheel drive,4,2380,7,266.0,4770,19.2,29.2
549,1994,Asia,Gasoline,Front-wheel drive,5,2000,6,225.0,4030,18.7,28.6
550,1989,USA,Gasoline,All-wheel drive,3,2000,6,244.0,4550,18.9,26.7
551,2007,Asia,Hybrid,Rear-wheel drive,4,2250,6,255.0,4340,18.2,33.1
552,2003,Asia,Gasoline,Front-wheel drive,2,2590,7,281.0,4210,18.5,31.7
553,1984,Asia,Diesel,All-wheel drive,3,2100,6,,4240,18.7,31.1
554,1983,Europe,Diesel,Front-wheel drive,3,2430,6,,4110,18.7,30.4
555,2006,Asia,Diesel,Rear-wheel drive,4,2290,6,253.0,4230,18.4,30.3
556,2000,USA,Hybrid,Rear-wheel drive,5,2530,6,279.0,4650,19.8,28.7
557,2001,Asia,Hybrid,Front-wheel drive,3,2270,6,247.0,3830,17.6,32.6
558,1996,Europe,Diesel,Front-wheel drive,2,2380,7,276.0,4260,19.9,33.8
559,1987,USA,Diesel,Rear-wheel drive,2,1850,5,247.0,3750,17.3,29.9
560,1982,Asia,Gasoline,Rear-wheel drive,3,1890,5,205.0,3910,19.5,29.9
561,1983,Europe,Gasoline,Rear-wheel drive,5,2210,6,,4070,,25.6
562,2013,Europe,Gasoline,Rear-wheel drive,4,2480,7,284.0,4530,17.1,27.4
563,2024,Europe,Diesel,All-wheel drive,3,2520,7,309.0,4610,18.7,29.7
564,1992,Asia,Gasoline,Front-wheel drive,2,2250,6,,4130,18.6,28.5
565,2023,Asia,Diesel,All-wheel drive,5,2230,6,253.0,4460,19.7,34.3
566,1984,Asia,Hybrid,Rear-wheel drive,4,2100,6,,4070,18.9,32.8
567,2018,Europe,Gasoline,Front-wheel drive,4,2410,6,261.0,4260,16.8,29.9
568,2009,USA,Gasoline,Front-wheel drive,5,2450,6,274.0,4260,18.3,28.7
569,2018,Asia,Gasoline,Front-wheel drive,4,2050,6,240.0,4000,18.7,32.1
570,1986,USA,Gasoline,Front-wheel drive,4,2510,7,280.0,4680,20.6,25.6
571,1981,Asia,Gasoline,Front-wheel drive,3,2310,7,260.0,4140,17.2,27.7
572,1991,Europe,Gasoline,Rear-wheel drive,3,2050,5,221.0,3990,,30.7
573,1993,USA,Gasoline,All-wheel drive,4,2350,6,267.0,4440,18.3,28.7
574,2020,Asia,Diesel,All-wheel drive,4,2510,6,282.0,4690,19.0,31.6
575,2022,Europe,Gasoline,All-wheel drive,2,2140,6,226.0,4240,18.9,31.9
576,1995,Asia,Gasoline,Front-wheel drive,3,2280,6,259.0,4090,18.3,27.4
577,1993,USA,Gasoline,Front-wheel drive,5,2240,6,259.0,4240,18.7,28.3
578,1982,USA,Gasoline,All-wheel drive,4,1810,6,,4400,20.2,25.9
579,1990,USA,Gasoline,Front-wheel drive,3,2520,6,282.0,4490,18.3,26.1
580,1995,Europe,Diesel,All-wheel drive,2,2570,7,285.0,4680,19.5,27.9
581,2015,USA,Gasoline,All-wheel drive,5,2490,6,285.0,4800,21.0,26.4
582,2005,Europe,Diesel,Rear-wheel drive,4,1820,5,226.0,3840,15.0,35.8
583,2022,USA,Gasoline,Front-wheel drive,4,1820,6,225.0,3930,16.1,28.6
584,1987,Asia,Gasoline,Front-wheel drive,3,2160,6,251.0,4050,21.1,28.1
585,1996,USA,Gasoline,Front-wheel drive,5,2360,6,268.0,4370,19.2,25.4
586,2009,Europe,Gasoline,Front-wheel drive,5,2170,6,236.0,4120,20.3,31.7
587,2008,USA,Gasoline,Rear-wheel drive,4,2220,5,235.0,4030,17.5,27.5
588,2008,Asia,Gasoline,Front-wheel drive,3,2060,6,220.0,3950,20.8,31.4
589,1997,USA,Gasoline,All-wheel drive,4,2060,6,248.0,4390,20.3,28.5
590,2020,Asia,Gasoline,All-wheel drive,3,2520,7,279.0,4500,17.9,29.9
591,1978,USA,Gasoline,All-wheel drive,3,2200,6,245.0,4150,17.7,26.4
592,1993,USA,Diesel,All-wheel drive,5,1870,5,238.0,4340,20.2,29.0
593,1984,Asia,Gasoline,All-wheel drive,4,2520,7,,4730,19.2,27.2
594,2021,USA,Diesel,Front-wheel drive,4,2430,6,281.0,4320,17.8,31.5
595,1979,Europe,Gasoline,Rear-wheel drive,2,2070,5,235.0,4250,18.3,28.2
596,2021,Asia,Gasoline,Rear-wheel drive,2,2150,6,243.0,4350,16.6,32.4
597,1984,USA,Gasoline,All-wheel drive,3,2180,6,252.0,4500,20.4,25.6
598,1981,Europe,Gasoline,Front-wheel drive,2,2070,6,227.0,4230,21.9,29.7
599,1995,Europe,Gasoline,Front-wheel drive,3,2290,6,244.0,4160,19.5,29.8
600,2002,USA,Gasoline,Front-wheel drive,4,2310,6,269.0,4330,17.5,30.5
601,2019,USA,Gasoline,All-wheel drive,2,2270,6,282.0,4330,18.8,29.7
602,2023,Europe,Gasoline,Front-wheel drive,3,2240,6,247.0,4150,20.0,36.8
603,2001,Asia,Gasoline,All-wheel drive,2,2380,6,256.0,4480,21.0,28.5
604,1986,Europe,Diesel,Front-wheel drive,5,2310,6,263.0,4210,,28.1
605,2017,Asia,Gasoline,Front-wheel drive,5,2410,6,273.0,4460,18.4,30.6
606,1986,USA,Diesel,Front-wheel drive,2,2350,6,278.0,4160,19.2,30.2
607,2015,Asia,Gasoline,Rear-wheel drive,3,2050,6,233.0,4110,18.9,33.8
608,2014,USA,Gasoline,Front-wheel drive,2,2330,6,244.0,4440,19.9,31.0
609,2022,Asia,Gasoline,Rear-wheel drive,3,2460,7,266.0,4690,17.4,29.8
610,1987,USA,Hybrid,Rear-wheel drive,2,2380,6,268.0,4280,18.4,31.9
611,2013,Europe,Gasoline,Front-wheel drive,5,2280,6,259.0,4170,16.3,31.0
612,1999,Asia,Gasoline,Front-wheel drive,5,2190,6,245.0,4140,19.4,30.1
613,1996,USA,Gasoline,All-wheel drive,2,2520,7,288.0,4740,18.8,25.5
614,1994,Asia,Diesel,Front-wheel drive,4,1750,5,206.0,3540,17.6,33.9
615,2023,Asia,Diesel,Front-wheel drive,5,2360,7,268.0,4730,18.7,31.6
616,2010,USA,Gasoline,Front-wheel drive,5,2460,6,279.0,4670,18.1,27.1
